Point No,Type,Block No,Block Name,Longitude,Latitude,Easting UTM,Northing UTM,UTM Zone,Azimuth (deg),Distance (m),Elevation (m),Verified,Remarks
P1616,interpolated,5,Block 5,85.0447536,27.4507222,306767.55,3037878.76,45,154.87,20.00,582.00,No,
P1617,interpolated,5,Block 5,85.0448397,27.4505594,306775.77,3037860.59,45,154.87,20.00,598.00,No,
P1618,interpolated,5,Block 5,85.0449257,27.4503966,306783.99,3037842.42,45,154.87,20.00,608.00,No,
P1619,interpolated,5,Block 5,85.0450118,27.4502337,306792.22,3037824.24,45,154.87,20.00,604.00,No,
P1620,interpolated,5,Block 5,85.0450979,27.4500709,306800.44,3037806.06,45,154.87,20.00,606.00,No,
P1621,interpolated,5,Block 5,85.0451840,27.4499081,306808.67,3037787.89,45,154.87,20.00,610.00,No,
P1622,interpolated,5,Block 5,85.0452701,27.4497452,306816.90,3037769.71,45,154.87,20.00,613.00,No,
P1623,interpolated,5,Block 5,85.0453562,27.4495824,306825.13,3037751.53,45,154.87,20.00,620.00,No,
P1624,interpolated,5,Block 5,85.0454423,27.4494196,306833.35,3037733.36,45,154.87,20.00,620.00,No,
P1625,interpolated,5,Block 5,85.0455284,27.4492567,306841.58,3037715.18,45,154.87,20.00,627.00,No,
P1626,interpolated,5,Block 5,85.0456145,27.4490939,306849.81,3037697.00,45,154.87,20.00,643.00,No,
P1627,interpolated,5,Block 5,85.0457005,27.4489311,306858.03,3037678.83,45,154.87,20.00,643.00,No,
P1628,interpolated,5,Block 5,85.0457866,27.4487682,306866.25,3037660.65,45,154.87,20.00,653.00,No,
P1629,interpolated,5,Block 5,85.0458727,27.4486054,306874.48,3037642.48,45,154.87,20.00,653.00,No,
P1630,interpolated,5,Block 5,85.0459588,27.4484426,306882.71,3037624.30,45,154.87,20.00,663.00,No,
P1631,interpolated,5,Block 5,85.0460449,27.4482797,306890.94,3037606.12,45,154.87,20.00,674.00,No,
P1632,interpolated,5,Block 5,85.0461310,27.4481169,306899.16,3037587.95,45,154.87,20.00,674.00,No,
P1633,interpolated,5,Block 5,85.0462171,27.4479541,306907.39,3037569.77,45,154.87,20.00,681.00,No,
P1634,interpolated,5,Block 5,85.0463032,27.4477912,306915.62,3037551.59,45,154.87,20.00,688.00,No,
P1635,interpolated,5,Block 5,85.0463892,27.4476284,306923.84,3037533.42,45,154.87,20.00,695.00,No,
P1636,interpolated,5,Block 5,85.0464753,27.4474656,306932.06,3037515.24,45,154.87,20.00,704.00,No,
P1637,interpolated,5,Block 5,85.0465614,27.4473027,306940.29,3037497.06,45,154.87,20.00,704.00,No,
P1638,interpolated,5,Block 5,85.0466475,27.4471399,306948.52,3037478.89,45,154.87,20.00,718.00,No,
P1639,interpolated,5,Block 5,85.0467336,27.4469770,306956.75,3037460.70,45,154.87,20.00,718.00,No,
P1640,interpolated,5,Block 5,85.0468197,27.4468142,306964.97,3037442.53,45,154.87,20.00,718.00,No,
P1641,interpolated,5,Block 5,85.0469057,27.4466514,306973.19,3037424.36,45,154.87,20.00,732.00,No,
P1642,interpolated,5,Block 5,85.0469918,27.4464885,306981.42,3037406.18,45,154.87,20.00,732.00,No,
P1643,interpolated,5,Block 5,85.0470779,27.4463257,306989.65,3037388.00,45,154.87,20.00,732.00,No,
P1644,interpolated,5,Block 5,85.0471640,27.4461629,306997.87,3037369.83,45,154.87,20.00,738.00,No,
P1645,interpolated,5,Block 5,85.0472501,27.4460000,307006.10,3037351.65,45,154.87,20.00,747.00,No,
P1646,interpolated,5,Block 5,85.0473362,27.4458372,307014.33,3037333.47,45,154.87,20.00,755.00,No,
P1647,interpolated,5,Block 5,85.0474222,27.4456744,307022.55,3037315.30,45,154.87,20.00,760.00,No,
P1648,interpolated,,,85.0475083,27.4455115,307030.78,3037297.12,45,154.87,20.00,765.00,No,
P1649,interpolated,,,85.0475944,27.4453487,307039.00,3037278.95,45,154.87,20.00,765.00,No,
P1650,interpolated,,,85.0476805,27.4451859,307047.23,3037260.77,45,154.87,20.00,760.00,No,
P1651,interpolated,,,85.0477666,27.4450230,307055.46,3037242.59,45,154.87,20.00,757.00,No,
P1652,interpolated,,,85.0478527,27.4448602,307063.69,3037224.42,45,154.87,20.00,757.00,No,
P1653,interpolated,,,85.0479387,27.4446974,307071.91,3037206.24,45,154.87,20.00,748.00,No,
P1654,interpolated,,,85.0480248,27.4445345,307080.13,3037188.06,45,154.87,20.00,748.00,No,
P1655,interpolated,,,85.0481109,27.4443717,307088.36,3037169.89,45,154.87,20.00,749.00,No,
P1656,interpolated,,,85.0481970,27.4442089,307096.59,3037151.72,45,154.87,20.00,745.00,No,
P1657,interpolated,,,85.0482831,27.4440460,307104.82,3037133.53,45,154.87,20.00,745.00,No,
P1658,interpolated,,,85.0483691,27.4438832,307113.04,3037115.36,45,154.87,20.00,753.00,No,
P1659,interpolated,,,85.0484552,27.4437203,307121.26,3037097.18,45,154.87,20.00,748.00,No,
P1660,interpolated,,,85.0485413,27.4435575,307129.49,3037079.00,45,154.87,20.00,752.00,No,
P1661,interpolated,,,85.0486274,27.4433947,307137.72,3037060.83,45,154.87,20.00,753.00,No,
P1662,interpolated,,,85.0487135,27.4432318,307145.95,3037042.65,45,154.87,20.00,753.00,No,
P1663,interpolated,,,85.0487995,27.4430690,307154.17,3037024.48,45,154.87,20.00,745.00,No,
P1664,interpolated,,,85.0488856,27.4429062,307162.40,3037006.30,45,154.87,20.00,745.00,No,
P1665,interpolated,,,85.0489717,27.4427433,307170.62,3036988.12,45,154.87,20.00,741.00,No,
P1666,interpolated,,,85.0490578,27.4425805,307178.85,3036969.95,45,154.87,20.00,730.00,No,
P1667,interpolated,,,85.0491438,27.4424177,307187.07,3036951.78,45,154.87,20.00,730.00,No,
P1668,interpolated,,,85.0492299,27.4422548,307195.30,3036933.59,45,154.87,20.00,736.00,No,
P1669,interpolated,,,85.0493160,27.4420920,307203.53,3036915.42,45,154.87,20.00,745.00,No,
P1670,interpolated,,,85.0494021,27.4419292,307211.76,3036897.25,45,154.87,20.00,745.00,No,
P1671,interpolated,,,85.0494882,27.4417663,307219.98,3036879.06,45,154.87,20.00,749.00,No,
P1672,interpolated,,,85.0495742,27.4416035,307228.20,3036860.89,45,154.87,20.00,749.00,No,
P1673,interpolated,,,85.0496603,27.4414406,307236.43,3036842.71,45,154.87,20.00,752.00,No,
P1674,interpolated,,,85.0497464,27.4412778,307244.66,3036824.54,45,154.87,20.00,757.00,No,
P1675,interpolated,,,85.0498325,27.4411150,307252.89,3036806.36,45,154.87,20.00,754.00,No,
P1676,interpolated,,,85.0499185,27.4409521,307261.11,3036788.18,45,154.87,20.00,758.00,No,
P1677,interpolated,,,85.0500046,27.4407893,307269.34,3036770.01,45,154.87,20.00,758.00,No,
P1678,interpolated,,,85.0500907,27.4406265,307277.56,3036751.84,45,154.87,20.00,751.00,No,
P1679,interpolated,,,85.0501768,27.4404636,307285.79,3036733.65,45,154.87,20.00,750.00,No,
P1680,interpolated,,,85.0502628,27.4403008,307294.01,3036715.48,45,154.87,20.00,750.00,No,
P1681,interpolated,,,85.0503489,27.4401380,307302.24,3036697.31,45,154.87,20.00,740.00,No,
P1682,interpolated,,,85.0504350,27.4399751,307310.47,3036679.12,45,154.87,20.00,740.00,No,
P1683,interpolated,,,85.0505211,27.4398123,307318.70,3036660.95,45,154.87,20.00,736.00,No,
P1684,interpolated,,,85.0506071,27.4396494,307326.92,3036642.77,45,154.87,20.00,731.00,No,
P1685,interpolated,,,85.0506932,27.4394866,307335.15,3036624.60,45,154.87,20.00,731.00,No,
P1686,interpolated,,,85.0507793,27.4393238,307343.38,3036606.42,45,154.87,20.00,734.00,No,
P1687,interpolated,,,85.0508653,27.4391609,307351.59,3036588.24,45,154.87,20.00,734.00,No,
P1688,interpolated,,,85.0509514,27.4389981,307359.82,3036570.07,45,154.87,20.00,727.00,No,
P1689,interpolated,,,85.0510375,27.4388353,307368.05,3036551.90,45,154.87,20.00,723.00,No,
P1690,interpolated,,,85.0511236,27.4386724,307376.28,3036533.71,45,154.87,20.00,723.00,No,
P1691,interpolated,,,85.0512096,27.4385096,307384.50,3036515.54,45,154.87,20.00,719.00,No,
P1692,interpolated,,,85.0512957,27.4383467,307392.73,3036497.36,45,154.87,20.00,719.00,No,
P1693,interpolated,,,85.0513818,27.4381839,307400.96,3036479.18,45,154.87,20.00,724.00,No,
P1694,interpolated,,,85.0514678,27.4380211,307409.18,3036461.01,45,154.87,20.00,719.00,No,
P1695,interpolated,,,85.0515539,27.4378582,307417.41,3036442.83,45,154.87,20.00,719.00,No,
P1696,interpolated,,,85.0516400,27.4376954,307425.64,3036424.66,45,154.87,20.00,719.00,No,
P1697,interpolated,,,85.0517261,27.4375326,307433.86,3036406.48,45,154.87,20.00,713.00,No,
P1698,interpolated,,,85.0518121,27.4373697,307442.08,3036388.30,45,154.87,20.00,711.00,No,
P1699,interpolated,,,85.0518982,27.4372069,307450.31,3036370.13,45,154.87,20.00,707.00,No,
P1700,interpolated,,,85.0519843,27.4370440,307458.54,3036351.95,45,154.87,20.00,699.00,No,
P1701,interpolated,,,85.0520703,27.4368812,307466.76,3036333.78,45,154.87,20.00,698.00,No,
P1702,interpolated,,,85.0521564,27.4367184,307474.99,3036315.60,45,154.87,20.00,698.00,No,
P1703,interpolated,,,85.0522425,27.4365555,307483.22,3036297.42,45,154.87,20.00,700.00,No,
P1704,interpolated,,,85.0523285,27.4363927,307491.44,3036279.25,45,154.87,20.00,700.00,No,
P1705,interpolated,,,85.0524146,27.4362299,307499.67,3036261.08,45,154.87,20.00,700.00,No,
P1706,interpolated,,,85.0525007,27.4360670,307507.90,3036242.89,45,154.87,20.00,694.00,No,
P1707,interpolated,,,85.0525867,27.4359042,307516.12,3036224.72,45,154.87,20.00,694.00,No,
P1708,interpolated,,,85.0526728,27.4357413,307524.35,3036206.54,45,154.87,20.00,697.00,No,
P1709,interpolated,,,85.0527589,27.4355785,307532.58,3036188.36,45,154.87,20.00,697.00,No,
P1710,interpolated,,,85.0528449,27.4354157,307540.80,3036170.19,45,154.87,20.00,695.00,No,
P1711,interpolated,,,85.0529310,27.4352528,307549.03,3036152.01,45,154.87,20.00,692.00,No,
P1712,interpolated,,,85.0530171,27.4350900,307557.26,3036133.84,45,154.87,20.00,692.00,No,
P1713,interpolated,,,85.0531031,27.4349271,307565.48,3036115.66,45,154.87,20.00,687.00,No,
P1714,interpolated,,,85.0531892,27.4347643,307573.70,3036097.48,45,154.87,20.00,688.00,No,
P1715,interpolated,,,85.0532753,27.4346015,307581.93,3036079.31,45,154.87,20.00,688.00,No,
P1716,interpolated,,,85.0533613,27.4344386,307590.15,3036061.13,45,154.87,20.00,689.00,No,
P1717,interpolated,,,85.0534474,27.4342758,307598.38,3036042.96,45,154.87,20.00,696.00,No,
P1718,interpolated,,,85.0535335,27.4341130,307606.61,3036024.78,45,154.87,20.00,696.00,No,
P1719,interpolated,,,85.0536195,27.4339501,307614.83,3036006.60,45,154.87,20.00,694.00,No,
P1720,interpolated,,,85.0537056,27.4337873,307623.06,3035988.43,45,154.87,20.00,694.00,No,
P1721,interpolated,,,85.0537917,27.4336244,307631.29,3035970.25,45,154.87,20.00,692.00,No,
P1722,interpolated,,,85.0538777,27.4334616,307639.51,3035952.07,45,154.87,20.00,688.00,No,
P1723,interpolated,,,85.0539638,27.4332988,307647.74,3035933.90,45,154.87,20.00,688.00,No,
P1724,interpolated,,,85.0540499,27.4331359,307655.97,3035915.72,45,154.87,20.00,686.00,No,
P1725,interpolated,,,85.0541359,27.4329731,307664.19,3035897.55,45,154.87,20.00,689.00,No,
P1726,interpolated,,,85.0542220,27.4328102,307672.42,3035879.36,45,154.87,20.00,692.00,No,
P1727,interpolated,,,85.0543080,27.4326474,307680.64,3035861.19,45,154.87,20.00,699.00,No,
P1728,interpolated,,,85.0543941,27.4324846,307688.87,3035843.02,45,154.87,20.00,704.00,No,
P1729,interpolated,,,85.0544802,27.4323217,307697.10,3035824.84,45,154.87,20.00,707.00,No,
P1730,interpolated,,,85.0545662,27.4321589,307705.32,3035806.66,45,154.87,20.00,707.00,No,
P1731,interpolated,,,85.0546523,27.4319960,307713.55,3035788.48,45,154.87,20.00,703.00,No,
P1732,interpolated,3,Block 3,85.0547384,27.4318332,307721.78,3035770.31,45,154.87,20.00,705.00,No,
P1733,interpolated,3,Block 3,85.0548244,27.4316704,307730.00,3035752.14,45,154.87,20.00,705.00,No,
P1734,interpolated,3,Block 3,85.0549105,27.4315075,307738.23,3035733.96,45,154.87,20.00,702.00,No,
P1735,interpolated,3,Block 3,85.0549965,27.4313447,307746.45,3035715.78,45,154.87,20.00,705.00,No,
P1736,interpolated,3,Block 3,85.0550826,27.4311819,307754.68,3035697.61,45,154.87,20.00,705.00,No,
P1737,interpolated,3,Block 3,85.0551687,27.4310190,307762.91,3035679.43,45,154.87,20.00,710.00,No,
P1738,interpolated,3,Block 3,85.0552547,27.4308562,307771.13,3035661.26,45,154.87,20.00,718.00,No,
P1739,interpolated,3,Block 3,85.0553408,27.4306933,307779.36,3035643.07,45,154.87,20.00,720.00,No,
P1740,interpolated,3,Block 3,85.0554268,27.4305305,307787.58,3035624.90,45,154.87,20.00,720.00,No,
P1741,interpolated,3,Block 3,85.0555129,27.4303677,307795.81,3035606.73,45,154.87,20.00,722.00,No,
P1742,interpolated,3,Block 3,85.0555989,27.4302048,307804.04,3035588.55,45,154.87,20.00,718.00,No,
P1743,interpolated,3,Block 3,85.0556850,27.4300420,307812.26,3035570.38,45,154.87,20.00,718.00,No,
P1744,interpolated,3,Block 3,85.0557711,27.4298791,307820.50,3035552.19,45,154.87,20.00,713.00,No,
P1745,interpolated,3,Block 3,85.0558571,27.4297163,307828.72,3035534.02,45,154.87,20.00,713.00,No,
P1746,interpolated,3,Block 3,85.0559432,27.4295535,307836.95,3035515.85,45,154.87,20.00,703.00,No,
P1747,interpolated,3,Block 3,85.0560292,27.4293906,307845.17,3035497.67,45,154.87,20.00,708.00,No,
P1748,interpolated,3,Block 3,85.0561153,27.4292278,307853.40,3035479.50,45,154.87,20.00,708.00,No,
P1749,interpolated,3,Block 3,85.0562014,27.4290649,307861.63,3035461.31,45,154.87,20.00,702.00,No,
P1750,interpolated,3,Block 3,85.0562874,27.4289021,307869.85,3035443.14,45,154.87,20.00,714.00,No,
P1751,interpolated,3,Block 3,85.0563735,27.4287393,307878.08,3035424.97,45,154.87,20.00,714.00,No,
P1752,interpolated,3,Block 3,85.0564595,27.4285764,307886.30,3035406.79,45,154.87,20.00,709.00,No,
P1753,interpolated,3,Block 3,85.0565456,27.4284136,307894.53,3035388.61,45,154.87,20.00,721.00,No,
P1754,interpolated,3,Block 3,85.0566316,27.4282507,307902.75,3035370.43,45,154.87,20.00,719.00,No,
P1755,interpolated,3,Block 3,85.0567177,27.4280879,307910.98,3035352.26,45,154.87,20.00,719.00,No,
P1756,interpolated,3,Block 3,85.0568037,27.4279250,307919.20,3035334.08,45,154.87,20.00,719.00,No,
P1757,interpolated,3,Block 3,85.0568898,27.4277622,307927.43,3035315.90,45,154.87,20.00,717.00,No,
P1758,interpolated,3,Block 3,85.0569759,27.4275994,307935.66,3035297.73,45,154.87,20.00,717.00,No,
P1759,interpolated,2,Block 2,85.0570619,27.4274365,307943.88,3035279.55,45,154.87,20.00,705.00,No,
P1760,interpolated,2,Block 2,85.0571480,27.4272737,307952.12,3035261.38,45,154.87,20.00,710.00,No,
P1761,interpolated,2,Block 2,85.0572340,27.4271108,307960.34,3035243.20,45,154.87,20.00,699.00,No,
P1762,interpolated,2,Block 2,85.0573201,27.4269480,307968.57,3035225.02,45,154.87,20.00,686.00,No,
P1763,interpolated,2,Block 2,85.0574061,27.4267852,307976.79,3035206.85,45,154.87,20.00,693.00,No,
P1764,interpolated,2,Block 2,85.0574922,27.4266223,307985.02,3035188.67,45,154.87,20.00,674.00,No,
P1765,interpolated,2,Block 2,85.0575782,27.4264595,307993.24,3035170.50,45,154.87,20.00,659.00,No,
P1766,interpolated,2,Block 2,85.0576643,27.4262966,308001.47,3035152.32,45,154.87,20.00,672.00,No,
P1767,interpolated,2,Block 2,85.0577503,27.4261338,308009.69,3035134.14,45,154.87,20.00,662.00,No,
P1768,interpolated,2,Block 2,85.0578364,27.4259710,308017.92,3035115.97,45,154.87,20.00,662.00,No,
P1769,interpolated,2,Block 2,85.0579224,27.4258081,308026.14,3035097.79,45,154.87,20.00,661.00,No,
P1770,interpolated,2,Block 2,85.0580085,27.4256453,308034.38,3035079.62,45,154.87,20.00,650.00,No,
P1771,interpolated,2,Block 2,85.0580945,27.4254824,308042.60,3035061.44,45,154.87,20.00,650.00,No,
P1772,interpolated,2,Block 2,85.0581806,27.4253196,308050.83,3035043.26,45,154.87,20.00,653.00,No,
P1773,interpolated,2,Block 2,85.0582666,27.4251567,308059.05,3035025.08,45,154.87,20.00,653.00,No,
P1774,interpolated,2,Block 2,85.0583527,27.4249939,308067.28,3035006.91,45,154.87,20.00,643.00,No,
P1775,interpolated,2,Block 2,85.0584387,27.4248311,308075.50,3034988.74,45,154.87,20.00,651.00,No,
P1776,interpolated,2,Block 2,85.0585248,27.4246682,308083.73,3034970.56,45,154.87,20.00,651.00,No,
P1777,interpolated,2,Block 2,85.0586108,27.4245054,308091.95,3034952.38,45,154.87,20.00,642.00,No,
P1778,interpolated,2,Block 2,85.0586969,27.4243425,308100.19,3034934.20,45,154.87,20.00,650.00,No,
P1779,interpolated,2,Block 2,85.0587829,27.4241797,308108.41,3034916.03,45,154.87,20.00,633.00,No,
P1780,interpolated,2,Block 2,85.0588690,27.4240169,308116.64,3034897.86,45,154.87,20.00,620.00,No,
P1781,interpolated,2,Block 2,85.0589550,27.4238540,308124.86,3034879.68,45,154.87,20.00,620.00,No,
P1782,interpolated,2,Block 2,85.0590411,27.4236912,308133.09,3034861.50,45,154.87,20.00,620.00,No,
P1783,interpolated,2,Block 2,85.0591271,27.4235283,308141.31,3034843.32,45,154.87,20.00,620.00,No,
P1784,interpolated,2,Block 2,85.0592132,27.4233655,308149.54,3034825.15,45,154.87,20.00,620.00,No,
P1785,interpolated,2,Block 2,85.0592992,27.4232026,308157.77,3034806.97,45,154.87,20.00,619.00,No,
P1786,interpolated,2,Block 2,85.0593853,27.4230398,308166.00,3034788.80,45,154.87,20.00,619.00,No,
P1787,interpolated,2,Block 2,85.0594713,27.4228770,308174.22,3034770.62,45,154.87,20.00,617.00,No,
P1788,interpolated,2,Block 2,85.0595574,27.4227141,308182.45,3034752.44,45,154.87,20.00,628.00,No,
P1789,interpolated,2,Block 2,85.0596434,27.4225513,308190.67,3034734.27,45,154.87,20.00,629.00,No,
P1790,interpolated,2,Block 2,85.0597295,27.4223884,308198.90,3034716.09,45,154.87,20.00,633.00,No,
P1791,interpolated,2,Block 2,85.0598155,27.4222256,308207.12,3034697.92,45,154.87,20.00,640.00,No,
P1792,interpolated,2,Block 2,85.0599016,27.4220628,308215.36,3034679.75,45,154.87,20.00,640.00,No,
P1793,interpolated,2,Block 2,85.0599876,27.4218999,308223.58,3034661.56,45,154.87,20.00,640.00,No,
P1794,interpolated,2,Block 2,85.0600736,27.4217371,308231.80,3034643.39,45,154.87,20.00,643.00,No,
P1795,interpolated,2,Block 2,85.0601597,27.4215742,308240.03,3034625.21,45,154.87,20.00,641.00,No,
P1796,interpolated,2,Block 2,85.0602457,27.4214114,308248.25,3034607.04,45,154.87,20.00,641.00,No,
P1797,interpolated,2,Block 2,85.0603318,27.4212485,308256.49,3034588.86,45,154.87,20.00,636.00,No,
P1798,interpolated,2,Block 2,85.0604178,27.4210857,308264.71,3034570.68,45,154.87,20.00,636.00,No,
P1799,interpolated,2,Block 2,85.0605039,27.4209229,308272.94,3034552.51,45,154.87,20.00,627.00,No,
P1800,interpolated,2,Block 2,85.0605899,27.4207600,308281.16,3034534.33,45,154.87,20.00,608.00,No,
P1801,interpolated,2,Block 2,85.0606760,27.4205972,308289.39,3034516.16,45,154.87,20.00,608.00,No,
P1802,interpolated,2,Block 2,85.0607620,27.4204343,308297.62,3034497.98,45,154.87,20.00,595.00,No,
P1803,interpolated,2,Block 2,85.0608480,27.4202715,308305.84,3034479.81,45,154.87,20.00,601.00,No,
P1804,interpolated,2,Block 2,85.0609341,27.4201086,308314.07,3034461.62,45,154.87,20.00,594.00,No,
P1805,interpolated,2,Block 2,85.0610201,27.4199458,308322.29,3034443.45,45,154.87,20.00,594.00,No,
P1806,interpolated,2,Block 2,85.0611062,27.4197829,308330.52,3034425.27,45,154.87,20.00,594.00,No,
P1807,interpolated,2,Block 2,85.0611922,27.4196201,308338.75,3034407.10,45,154.87,20.00,587.00,No,
P1808,interpolated,2,Block 2,85.0612783,27.4194573,308346.98,3034388.93,45,154.87,20.00,587.00,No,
P1809,interpolated,2,Block 2,85.0613643,27.4192944,308355.20,3034370.74,45,154.87,20.00,582.00,No,
P1810,interpolated,2,Block 2,85.0614503,27.4191316,308363.42,3034352.57,45,154.87,20.00,580.00,No,
P1811,interpolated,2,Block 2,85.0615364,27.4189687,308371.65,3034334.39,45,154.87,20.00,580.00,No,
P1812,interpolated,2,Block 2,85.0616224,27.4188059,308379.88,3034316.22,45,154.87,9.93,579.00,No,
